id,title,authors,average_rating,isbn,language_code,num_pages,publication_date,category,publisher,image_url,,,
11780,Wings of Fire: An Autobiography,Joyce Carol Oates,3.76,452280192,eng,436,11/1/1998,Anthology,Plume,https://images.gr-assets.com/books/1295670969m/634583.jpg,,,
11781,The Ripper,Joyce Carol Oates/Elaine Showalter,3.8,081297655X,eng,528,9/12/2006,Chick lit,Modern Library,https://images.gr-assets.com/books/1314846147m/11401915.jpg,,,
11782,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,Joyce Carol Oates,3.55,60816228,eng,464,8/22/2006,Children's,Ecco,https://images.gr-assets.com/books/1355058876m/13588394.jpg,,,
11784,Salt to the Sea,Joyce Carol Oates,3.46,60735252,eng,292,9/1/2006,Classic,HarperCollins Publishers,https://images.gr-assets.com/books/1437084512m/25614492.jpg,,,
11785,The Body in the Library,Joyce Carol Oates,3.34,452275008,eng,181,9/1/1996,Comic book,Plume,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11796,The Lord of the Rings: The Art of The Fellowship of the Ring,Philip Roth,3.85,99582015,eng,451,9/5/1996,Coming-of-age,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11801,"Backstage Pass (Sinners on Tour, #1)",Carol Shields,3.87,143036394,en-US,384,8/30/2005,Crime,Penguin Essential Editions,https://images.gr-assets.com/books/1348192403m/8379374.jpg,,,
11809,The Story About Ping,Elisabeth Jean Wood,3.83,521010500,eng,332,10/16/2003,Drama,Cambridge University Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11824,Tales from a Not-So-Popular Party Girl,Sid Fleischman/Peter Sís,3.57,60521228,eng,90,4/15/2003,Fairytale,Greenwillow Books,https://images.gr-assets.com/books/1370064608m/8274537.jpg,,,
11831,Farmer Boy,Cynthia Voigt,3.96,689863624,eng,359,7/1/2003,Fantasy,Aladdin Paperbacks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11854,Start with Why: How Great Leaders Inspire Everyone to Take Action,Mary B. Collins,1,1583377824,eng,134,8/15/2005,Graphic novel,Teacher's Pet Publications  Inc.,https://images.gr-assets.com/books/1360936414m/7108725.jpg,,,
11861,The All-Girl Filling Station's Last Reunion,Andrew P. Trout,4.17,333666380,eng,288,6/5/1996,Historical fiction,Palgrave Macmillan,https://images.gr-assets.com/books/1373052495m/17345258.jpg,,,
11862,Bastard Out of Carolina,Lou Priolo,4.25,1889032204,eng,162,9/1/2000,Horror,Timeless Texts,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11873,Beauty Queens,William Styron,3.97,99285568,eng,480,7/1/2004,Mystery,Vintage Classics,https://images.gr-assets.com/books/1289410187m/9464733.jpg,,,
11876, Daemon,William Styron,3.69,009928555X,eng,567,4/5/2001,Paranormal romance,Vintage Classics,https://images.gr-assets.com/books/1432909825m/4699575.jpg,,,
11878,The Burden of Proof,William Styron,4.04,679643524,eng,96,1/23/2007,Picture book,Modern Library,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11880,Crooked Kingdom,Robert L. Geneve,3.83,881927694,eng,327,2/1/2006,Poetry,Timber Press (OR),https://images.gr-assets.com/books/1456172607m/22299763.jpg,,,
11886,Born Free: A Lioness of Two Worlds,John Cheever,3.66,224014013,eng,224,7/7/1977,Political thriller,Random House UK Ltd (A Division of Random House Group),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11890,The Stars My Destination,John Cheever/Rick Moody,3.76,60528877,eng,352,6/3/2003,Romance,Harper Perennial Modern Classics,https://images.gr-assets.com/books/1433671750m/333867.jpg,,,
11900,,Bebe Moore Campbell,3.81,1400033616,eng,336,7/11/2006,Satire,Anchor,https://images.gr-assets.com/books/1395898571m/24431.jpg,,,
11901,Cruel Beauty,Anne Rice,4.11,99471426,eng,1207,11/4/2004,Science fiction,Arrow,https://images.gr-assets.com/books/1371652590m/15839984.jpg,,,
11907,The Rise of Endymion,Saul Bellow,3.53,140189386,en-US,272,3/1/1996,Short story,Penguin Classics,https://images.gr-assets.com/books/1329609799m/11289.jpg,,,
11908,Endymion,Saul Bellow/Christopher Hitchens,3.84,143039571,eng,586,10/3/2006,Suspense,Penguin Classics,https://images.gr-assets.com/books/1329611385m/3977.jpg,,,
11910,The Arrival,Saul Bellow/Stanley Crouch,3.76,142437832,eng,288,1/6/2004,Thriller,Penguin Classics,https://images.gr-assets.com/books/1312827620m/920607.jpg,,,
11912,Calamity,Saul Bellow/James  Wood,4.19,159853002X,eng,793,1/11/2007,Western,Library of America,https://images.gr-assets.com/books/1437098338m/15704486.jpg,,,
11915,Shopgirl: A Novella,Kelley Armstrong,4.19,553588184,eng,444,4/25/2006,Young adult,Bantam,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11917,,Kelley Armstrong,3.89,553588192,eng,480,6/26/2007,Art/architecture,Bantam,https://images.gr-assets.com/books/1304370020m/5664022.jpg,,,
11918,Tom Sawyer & Huckleberry Finn,Kelley Armstrong,4.05,452286034,eng,436,9/7/2004,Autobiography,Plume Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11919,The Woman Upstairs,Kelley Armstrong,4.09,553587080,eng,495,5/31/2005,Biography,Bantam Spectra,https://images.gr-assets.com/books/1345666863m/15701217.jpg,,,
11920,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,Kelley Armstrong,4.08,553587064,eng,414,5/27/2004,Business/economics,Bantam Spectra,https://images.gr-assets.com/books/1331320721m/74731.jpg,,,
11921,The Beautiful and Damned,Kelley Armstrong,4.13,553587072,eng,528,10/26/2004,Crafts/hobbies,Bantam Spectra,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11922,Confessiones Sancti Patris nostri Augustini,Kelley Armstrong,4.15,452285933,eng,468,9/28/2004,Cookbook,Plume,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11926,Our Souls at Night,Marguerite Duras,3.51,3518376780,fre,122,1/1/1985,Diary,Suhrkamp,https://images.gr-assets.com/books/1418766517m/23602562.jpg,,,
11932,Carolina Moon,Peter S. Beagle,4.12,1892391368,eng,231,8/15/2006,Dictionary,Tachyon Publications,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11933,The Painted Girls,Peter S. Beagle,4.02,451457633,eng,288,10/1/1999,Encyclopedia,Firebird,https://images.gr-assets.com/books/1352484200m/16138688.jpg,,,
11934,UnEnchanted,Peter S. Beagle,4.21,345289676,eng,430,9/12/1979,Guide,Del Rey,https://images.gr-assets.com/books/1327819697m/13402447.jpg,,,
11938,"The Bedwetter: Stories of Courage, Redemption and Pee",Peter S. Beagle,3.89,451452887,eng,346,11/1/1993,Health/fitness,Roc,https://images.gr-assets.com/books/1269295414m/7897478.jpg,,,
11949,The Talented Mr. Ripley,Don Webb,4.37,1885972105,eng,128,3/3/2011,History,Lodestar Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11963,Chain Reaction,Marguerite Duras,3.75,207036187X,fre,220,5/1/1973,Home and garden,Gallimard Education,https://images.gr-assets.com/books/1327881446m/8662836.jpg,,,
11970,Noble House,Jack Williamson,3.75,312852533,eng,299,1/15/1996,Humor,Orb Books,https://images.gr-assets.com/books/1365185986m/390711.jpg,,,
11978,Dark Prince,Jack Williamson,3.46,765344971,eng,352,2/17/2003,Journal,Tor Science Fiction,https://images.gr-assets.com/books/1405352801m/28866.jpg,,,
11980,NARUTO -ナルト- 巻ノ四十三 ,Jean-Paul Sartre,3.96,2070394824,fre,165,2/1/1996,Math,Gallimard Education,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11988,The Shining Girls,Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos,4.34,1400042550,eng,656,8/17/2004,Memoir,Everyman's Library,https://images.gr-assets.com/books/1352227705m/16131077.jpg,,,
11990,The Zookeeper's Wife: A War Story,Albert Camus/Anthony Bower/Herbert Read,4.15,679733841,eng,320,1/1/1992,Philosophy,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11991,Slade House,Albert Camus/Justin O'Brien,4.04,679720227,eng,147,5/7/1991,Prayer,Vintage,https://images.gr-assets.com/books/1446777435m/24499258.jpg,,,
11993,An Astronaut’s Guide to Life on Earth,Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll,4.19,691120048,fre,334,1/16/2006,"Religion, spirituality, and new age",Princeton University Press,https://images.gr-assets.com/books/1380495144m/18170143.jpg,,,
11995,"Ink Exchange (Wicked Lovely, #2)",Albert Camus/Justin O'Brien,4.2,679764011,en-US,288,8/29/1995,Textbook,Vintage,https://images.gr-assets.com/books/1275693727m/2321296.jpg,,,
11996,نسيان كوم,Jacqueline Harpman/Ros Schwartz,4.09,380731819,eng,206,7/1/1998,True crime,Harper Voyager,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12000,Bleachers,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,4.37,1883011493,eng,892,9/1/1997,Review,Library of America,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12001,Hop on Pop,J.D. Salinger,4.11,140237518,eng,134,10/3/1998,Science,Hamish Hamilton,https://images.gr-assets.com/books/1327947739m/206962.jpg,,,
12009,,Iain M. Banks,4.02,1597800449,eng,434,6/1/2006,Self help,Night Shade Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12013,Skeleton Key,Iain M. Banks,4.21,553575376,eng,499,2/2/1998,Sports and leisure,Bantam Spectra (NY),https://images.gr-assets.com/books/1306076661m/103983.jpg,,,
12016,Gone for Good,Iain M. Banks,4.2,743421922,eng,496,11/1/2002,Travel,Pocket Books/Simon & Schuster (NY),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12017,The Mad Ship,Iain M. Banks,3.92,074341196X,eng,343,5/1/2001,True crime,Pocket Books,https://images.gr-assets.com/books/1328628210m/45101.jpg,,,
12018,Inside the Human Body,Iain M. Banks/Irene Bonhorst,4.21,3453196791,ger,655,3/1/2002,Action and adventure,Heyne,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12019,Lost Light,Alan MacGillivray,3.92,948877480,eng,80,4/19/2001,Alternate history,Association for Scottish Literary Studies,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12022,The Iron Trial,Iain Banks,3.17,316640166,eng,280,1/1/2009,Anthology,Little Brown,https://images.gr-assets.com/books/1396560808m/20578940.jpg,,,
12034,A Game of Thrones - The Graphic Novel Volume 1,Herman Melville/Robert Faggen,3.77,143039032,eng,384,6/27/2006,Chick lit,Penguin Classics,https://images.gr-assets.com/books/1369052110m/12962439.jpg,,,
12035,The Carrie Diaries,Hershel Parker,4.22,801881854,eng,928,8/15/2005,Children's,Johns Hopkins University Press,https://images.gr-assets.com/books/1366214548m/7091370.jpg,,,
12036,Jewel (Oprah's Book Club) ,Herman Melville/Tony Tanner/John Dugdale,3.65,192837621,eng,361,11/11/1999,Classic,Oxford University Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12043,,Patricia Hall,3.48,312264895,eng,208,5/12/2000,Comic book,St. Martin's Press,https://images.gr-assets.com/books/1376880754m/17860199.jpg,,,
12045,Tribulation Force: The Continuing Drama of Those Left Behind,Iris Murdoch,3.76,014002154X,en-US,288,1/6/1973,Coming-of-age,Penguin Books Ltd,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12047,Food Rules,Paul Bowles,3.31,61137367,eng,128,6/13/2006,Crime,Ecco,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12048,في قلبي أنثى عبرية,Paul Bowles/Daniel Halpern,4.19,1931082197,eng,940,8/26/2002,Drama,Library of America,https://images.gr-assets.com/books/1387912700m/20316309.jpg,,,
12049,Vampire Kisses,Paul Bowles/Francine Prose,4.02,61137030,eng,432,10/31/2006,Fairytale,Ecco,https://images.gr-assets.com/books/1345950574m/263147.jpg,,,
12050,Fly Away,Paul Bowles,3.98,872860027,eng,90,1/1/2001,Fantasy,City Lights Publishers,https://images.gr-assets.com/books/1355338978m/16044981.jpg,,,
12052,Stone of Farewell,Paul Bowles/Daniel Halpern,4.41,1931082200,en-US,1050,8/26/2002,Graphic novel,Library of America,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12053,The Exploits of Sherlock Holmes,Paul Bowles,3.91,006083482X,eng,313,9/20/2005,Historical fiction,Ecco Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12055,One True Thing,Paul Bowles,3.67,61139637,eng,96,10/31/2006,Horror,Ecco,https://images.gr-assets.com/books/1320401814m/176839.jpg,,,
12059,Storia di chi fugge e di chi resta,Ann Major,3.25,373760035,eng,192,4/24/1996,Mystery,Silhouette Desire,https://images.gr-assets.com/books/1411338052m/23156040.jpg,,,
12066,The Novice,Iris Murdoch,3.84,140030344,eng,362,12/14/1978,Paranormal romance,Penguin Books,https://images.gr-assets.com/books/1327357280m/28250.jpg,,,
12069,Then We Came to the End,Paul Coughlin/Laura Schlessinger,3.77,764200925,eng,224,12/31/2005,Picture book,Bethany House Publishers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12070,One Week Girlfriend,Terry Pratchett/Neil Gaiman,4.25,60853972,eng,384,8/7/2007,Poetry,William Morrow / Harper,https://images.gr-assets.com/books/1361553462m/17202452.jpg,,,
12071,Ship of Destiny,Terry Pratchett/Neil Gaiman,4.25,159497098X,spa,318,4/25/2005,Political thriller,Norma Editorial,https://images.gr-assets.com/books/1403180325m/45102.jpg,,,
12073,A Week in Winter,Ludwig Wittgenstein/G.E.M. Anscombe,4.23,631231277,eng,464,1/15/2001,Romance,Blackwell Publishing  Inc.,https://images.gr-assets.com/books/1346827587m/15990489.jpg,,,
12074,Calico Joe,David Edmonds/John Eidinow,3.76,60936649,eng,368,9/17/2002,Satire,Ecco,https://images.gr-assets.com/books/1329430545m/13154952.jpg,,,
12075,花ざかりの君たちへ 1,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,4.07,415254086,eng,142,9/1/2001,Science fiction,Routledge Classics,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12076,Daughter of the Forest,Ludwig Wittgenstein/G.E.M. Anscombe,4.23,24288101,eng,256,3/11/1973,Short story,Pearson,https://images.gr-assets.com/books/1343589988m/13928.jpg,,,
12077,The Very Busy Spider ,Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright,4.16,631169407,en-US,114,1/16/1991,Suspense,Wiley-Blackwell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12078,Freckle Juice,Saul A. Kripke,4.01,674954017,eng,160,7/15/1984,Thriller,Harvard University Press,https://images.gr-assets.com/books/1295888341m/37738.jpg,,,
12079,Linchpin: Are You Indispensable?,Ray Monk,4.36,140159959,eng,704,11/1/1991,Western,Penguin Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12080,Just So Stories for Little Children,Allan Janik/Stephen Toulmin,4.06,1566631327,eng,315,9/1/1996,Young adult,Ivan R. Dee Publisher,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12081,The River of Doubt: Theodore Roosevelt's Darkest Journey,Ludwig Wittgenstein/Rush Rhees,4.14,61312118,en-US,208,1/1/1965,Art/architecture,Harper & Row (NYC et al.),https://images.gr-assets.com/books/1430014768m/78508.jpg,,,
12083,Complications: A Surgeon's Notes on an Imperfect Science,Eugene O'Neill/Harold Bloom,4.07,300093055,eng,179,2/8/2002,Autobiography,Yale University Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12086,Side Jobs: Stories From The Dresden Files,Carlos A. Schwantes,4,295976918,eng,408,9/1/1999,Biography,University of Washington Press,https://images.gr-assets.com/books/1269115846m/7779059.jpg,,,
12090,La chambre claire. Note sur la photographie,Samuel Beckett,3.83,2707301485,fre,124,7/3/1995,Business/economics,Éditions de Minuit,https://images.gr-assets.com/books/1312018081m/497164.jpg,,,
12091,The Hundred Secret Senses,Jonathan Croall/Peter Hall,4,1840025956,en-GB,128,4/1/2006,Crafts/hobbies,Oberon Books,https://images.gr-assets.com/books/1327869967m/690866.jpg,,,
12095,Pretty Baby,Eugène Ionesco/Donald M. Allen,4.04,802130798,eng,160,1/12/1994,Cookbook,Grove Press,https://images.gr-assets.com/books/1438274437m/23638955.jpg,,,
12099,The Gargoyle,Eugène Ionesco/Charles Marowitz/Donald   Watson,4.11,802151108,eng,105,1/13/1994,Diary,Grove Press,https://images.gr-assets.com/books/1368598513m/2595138.jpg,,,
12108,Quicksilver,Margaret Bertha Synge,3.5,159915014X,eng,252,1/8/2006,Dictionary,Yesterday's Classics,https://images.gr-assets.com/books/1377095669m/823.jpg,,,
12113,,Luigi Pirandello/Mark Musa,3.95,014018922X,eng,224,6/29/1995,Encyclopedia,Penguin Classics,https://images.gr-assets.com/books/1367749530m/17287028.jpg,,,
12114,The Fairy-Tale Detectives,Luigi Pirandello/Stanley Appelbaum,3.85,048628459X,eng,96,4/3/1995,Guide,Dover Publications,https://images.gr-assets.com/books/1349272153m/176327.jpg,,,
12116,Mort - playtext,Luigi Pirandello/William Weaver/Charles Simic,4.03,1590171152,eng,272,11/30/2004,Health/fitness,NYRB Classics,https://images.gr-assets.com/books/1353573597m/149847.jpg,,,
12117,Birthmarked,Luigi Pirandello/William Weaver/Samuel Putnam,4.1,941419746,eng,176,9/1/1992,History,Marsilio Publishers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12118,Skulduggery Pleasant,Luigi Pirandello/Tom Stoppard,3.91,802141943,eng,80,7/11/2005,Home and garden,Grove/Atlantic  Inc.,https://images.gr-assets.com/books/1334279051m/284440.jpg,,,
12120,The Philosophy of Andy Warhol (From A to B and Back Again),Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum,3.74,413575608,eng,200,6/1/1985,Humor,Methuen Publishing,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12123,Pale Fire,Linda Lael Miller,4.09,373247958,eng,248,11/21/2006,Journal,Silhouette Desire,https://images.gr-assets.com/books/1388155863m/7805.jpg,,,
12125,The Lady and the Unicorn,Cynthia Voigt,3.94,689851324,eng,416,8/1/2002,Math,Simon Pulse,https://images.gr-assets.com/books/1311281285m/89788.jpg,,,
12137,A Christmas Carol and Other Christmas Writings,Sam Shepard,3.91,307274977,eng,120,2/14/2006,Memoir,Vintage,https://images.gr-assets.com/books/1388952779m/5338.jpg,,,
12142,One More Thing: Stories and Other Stories,Sam Shepard/Richard Gilman,4.18,553346113,eng,336,5/1/1984,Philosophy,Dial Press Trade Paperback,https://images.gr-assets.com/books/1393786903m/18007533.jpg,,,
12143,,Robert Frost/Noel Perrin,4.15,805069852,en-US,92,4/1/2002,Prayer,Owlet Paperbacks,https://images.gr-assets.com/books/1353573652m/7557548.jpg,,,
12147,Carpe Corpus,Richard  Adams,4.06,743277708,en-US,476,11/1/2005,"Religion, spirituality, and new age",Charles Scribner's Sons,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
12148,The Shock of the Fall,Richard  Adams,4.06,60935456,eng,479,5/15/2001,Textbook,HarperPerennial,https://images.gr-assets.com/books/1356034436m/16120760.jpg,,,
